ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,log1p_MntWines,log1p_MntFruits,log1p_MntMeatProducts,log1p_MntFishProducts,log1p_MntSweetProducts,log1p_MntGoldProds,Age,TenureMonths,Total_Spend,Total_Purchases,Share_Web,Share_Catalog,Share_Store,Web_Conversion,Campaign_Accepted_Any,Campaign_Accepted_Count
6103,1948,Graduation,Married,42192.0,0,0,2013-09-06,40,40,15,15,17.0,6,7.0,1,2,1,3,4,0,0,0,0,0,0,0,Australia,3.713572066704308,2.772588722239781,2.772588722239781,2.8903717578961645,1.9459101490553132,2.0794415416798357,77,148,100.0,7,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5,0,0
8147,1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0.0,0,9.0,3,2,0,3,8,0,0,0,0,0,0,0,Spain,3.367295829986474,0.0,2.4849066497880004,0.0,0.0,2.302585092994046,65,150,48.0,8,0.25,0.0,0.375,0.25,0,0
10207,1978,Graduation,Together,22775.0,1,0,2013-06-19,40,5,1,8,0.0,0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,Saudi Arabia,1.791759469228055,0.6931471805599453,2.1972245773362196,0.0,0.0,0.6931471805599453,47,150,15.0,4,0.25,0.0,0.5,0.125,0,0
4838,1978,Graduation,Together,22775.0,1,0,2013-06-19,40,5,1,8,0.0,0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,India,1.791759469228055,0.6931471805599453,2.1972245773362196,0.0,0.0,0.6931471805599453,47,150,15.0,4,0.25,0.0,0.5,0.125,0,0
10219,1972,Graduation,Together,31590.0,1,0,2013-06-18,40,6,2,15,6.0,6,3.0,1,1,0,3,8,0,0,0,0,0,0,0,Canada,1.9459101490553132,1.0986122886681098,2.772588722239781,1.9459101490553132,1.9459101490553132,1.3862943611198906,53,150,38.0,5,0.2,0.0,0.6,0.125,0,0
2176,1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104.0,0,80.0,2,5,3,6,6,0,1,1,1,0,1,0,Saudi Arabia,7.105786129481271,2.833213344056216,5.60947179518496,4.653960350157523,0.0,4.394449154672439,53,151,1690.0,16,0.3125,0.1875,0.375,0.8333333333333334,1,4
9121,1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104.0,0,80.0,2,5,3,6,6,0,1,1,1,0,1,0,Australia,7.105786129481271,2.833213344056216,5.60947179518496,4.653960350157523,0.0,4.394449154672439,53,151,1690.0,16,0.3125,0.1875,0.375,0.8333333333333334,1,4
5802,1972,Basic,Married,14188.0,0,0,2013-02-28,40,2,7,11,16.0,12,27.0,1,2,0,4,6,0,0,0,0,0,0,0,Germany,1.0986122886681098,2.0794415416798357,2.4849066497880004,2.833213344056216,2.5649493574615367,3.332204510175204,53,154,75.0,7,0.2857142857142857,0.0,0.5714285714285714,0.3333333333333333,0,0
10790,1985,PhD,Married,18169.0,1,0,2013-02-19,40,9,0,5,0.0,0,7.0,1,1,0,2,8,0,0,0,0,0,0,0,Spain,2.302585092994046,0.0,1.791759469228055,0.0,0.0,2.0794415416798357,40,154,21.0,4,0.25,0.0,0.5,0.125,0,0
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110.0,75,117.0,4,8,3,11,5,0,0,0,0,0,0,0,Spain,6.171700597410915,0.0,5.267858159063328,4.709530201312334,4.330733340286331,4.770684624465665,69,154,973.0,26,0.3076923076923077,0.11538461538461539,0.4230769230769231,1.6,0,0
2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,40,110,5,137,26.0,23,29.0,2,6,1,5,7,0,0,0,0,0,0,0,Spain,4.709530201312334,1.791759469228055,4.927253685157205,3.295836866004329,3.1780538303479458,3.4011973816621555,71,157,330.0,14,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.8571428571428571,0,0
7431,1991,PhD,Single,68126.0,0,0,2012-11-10,40,1225,17,311,23.0,51,86.0,1,7,4,5,9,0,1,0,0,0,1,0,Canada,7.111512116496157,2.8903717578961645,5.7430031878094825,3.1780538303479458,3.9512437185814275,4.465908118654584,34,157,1713.0,17,0.4117647058823529,0.23529411764705882,0.29411764705882354,0.7777777777777778,1,2
9405,1954,PhD,Married,52869.0,1,1,2012-10-15,40,84,3,61,2.0,1,21.0,3,3,1,4,7,0,0,0,0,0,1,0,Saudi Arabia,4.442651256490317,1.3862943611198906,4.127134385045092,1.0986122886681098,0.6931471805599453,3.091042453358316,71,158,172.0,11,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.42857142857142855,1,1
10525,1986,Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0.0,0,9.0,1,1,0,2,9,1,0,0,0,0,1,0,Spain,2.3978952727983707,0.0,2.1972245773362196,0.0,0.0,2.302585092994046,39,158,27.0,4,0.25,0.0,0.5,0.1111111111111111,1,2
7503,1976,Graduation,Single,75825.0,0,0,2012-10-12,40,1032,81,556,120.5,81,51.0,0,5,8,9,4,1,0,0,0,0,1,0,Germany,6.940222469119639,4.406719247264253,6.322565239927284,4.799914262780603,4.406719247264253,3.9512437185814275,49,158,1921.5,22,0.22727272727272727,0.36363636363636365,0.4090909090909091,1.25,1,2
8783,1950,Graduation,Married,57045.0,0,1,2012-09-08,40,296,13,104,11.0,13,17.0,3,4,2,9,3,0,0,0,0,0,0,0,Australia,5.6937321388027,2.6390573296152584,4.653960350157523,2.4849066497880004,2.6390573296152584,2.8903717578961645,75,159,454.0,18,0.2222222222222222,0.1111111111111111,0.5,1.3333333333333333,0,0
1403,1975,2n Cycle,Together,34984.0,1,1,2012-09-06,40,8,4,15,3.0,5,3.0,2,1,0,3,7,0,0,0,0,0,0,0,Spain,2.1972245773362196,1.6094379124341003,2.772588722239781,1.3862943611198906,1.791759469228055,1.3862943611198906,50,160,38.0,6,0.16666666666666666,0.0,0.5,0.14285714285714285,0,0
4643,1973,Graduation,Married,27803.0,1,0,2012-08-26,40,8,26,46,38.0,9,49.0,2,3,0,4,8,0,0,0,0,0,0,0,Australia,2.1972245773362196,3.295836866004329,3.8501476017100584,3.6635616461296463,2.302585092994046,3.912023005428146,52,160,176.0,9,0.3333333333333333,0.0,0.4444444444444444,0.375,0,0
3463,1975,PhD,Married,69283.0,0,1,2014-06-14,41,674,62,134,0.0,26,8.0,4,7,3,13,5,0,0,0,0,0,0,0,India,6.51471269087253,4.143134726391533,4.90527477843843,0.0,3.295836866004329,2.1972245773362196,50,138,904.0,27,0.25925925925925924,0.1111111111111111,0.48148148148148145,1.4,0,0
4055,1992,Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12.0,9,20.0,2,3,0,3,6,0,0,0,0,0,0,0,Spain,1.0986122886681098,2.3978952727983707,2.4849066497880004,2.5649493574615367,2.302585092994046,3.044522437723423,33,139,64.0,8,0.375,0.0,0.375,0.5,0,0
7010,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,81,254,120.5,81,76.0,1,6,6,7,3,0,0,1,0,0,0,0,Spain,6.455198563340122,4.406719247264253,5.541263545158426,4.799914262780603,4.406719247264253,4.343805421853684,60,141,1247.5,20,0.3,0.3,0.35,2.0,1,1
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,81,254,120.5,81,76.0,1,6,6,7,3,0,0,1,0,0,0,0,Spain,6.455198563340122,4.406719247264253,5.541263545158426,4.799914262780603,4.406719247264253,4.343805421853684,60,141,1247.5,20,0.3,0.3,0.35,2.0,1,1
1927,1973,2n Cycle,Together,69401.0,0,1,2014-03-23,41,399,27,159,58.0,8,39.0,4,4,4,5,2,0,0,0,0,0,0,0,Germany,5.991464547107982,3.332204510175204,5.075173815233827,4.07753744390572,2.1972245773362196,3.6888794541139363,52,141,690.0,17,0.23529411764705882,0.23529411764705882,0.29411764705882354,2.0,0,0
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,81,218,120.5,58,126.5,1,3,8,11,1,0,0,0,0,0,0,0,Australia,5.68697535633982,4.406719247264253,5.389071729816501,4.799914262780603,4.07753744390572,4.848116364598481,49,143,898.0,23,0.13043478260869565,0.34782608695652173,0.4782608695652174,3.0,0,0
4331,1978,Master,Together,85738.0,0,0,2014-01-23,41,913,26,376,17.0,26,13.0,1,3,6,11,1,0,1,1,0,0,0,0,Spain,6.81783057145415,3.295836866004329,5.932245187448011,2.8903717578961645,3.295836866004329,2.6390573296152584,47,143,1371.0,21,0.14285714285714285,0.2857142857142857,0.5238095238095238,3.0,1,2
4084,1975,Graduation,Together,60934.0,0,1,2014-01-17,41,224,81,155,120.5,81,54.0,2,6,4,11,4,0,0,0,0,0,0,0,Canada,5.41610040220442,4.406719247264253,5.049856007249537,4.799914262780603,4.406719247264253,4.007333185232471,50,143,715.5,23,0.2608695652173913,0.17391304347826086,0.4782608695652174,1.5,0,0
8135,1986,Master,Married,27161.0,1,0,2013-10-28,41,7,4,23,7.0,0,11.0,1,1,0,3,7,0,0,0,0,0,0,0,Saudi Arabia,2.0794415416798357,1.6094379124341003,3.1780538303479458,2.0794415416798357,0.0,2.4849066497880004,39,146,52.0,5,0.2,0.0,0.6,0.14285714285714285,0,0
9750,1961,PhD,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78.0,12,73.0,5,10,3,5,7,0,0,0,0,0,0,0,Spain,6.595780513961311,4.110873864173311,5.869296913133774,4.3694478524670215,2.5649493574615367,4.30406509320417,64,155,1307.0,23,0.43478260869565216,0.13043478260869565,0.21739130434782608,1.4285714285714286,0,0
6682,1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,8,1,4.0,7,15.0,1,1,0,3,8,0,0,0,0,0,0,0,Spain,1.0986122886681098,2.1972245773362196,0.6931471805599453,1.6094379124341003,2.0794415416798357,2.772588722239781,52,156,37.0,5,0.2,0.0,0.6,0.125,0,0
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15.0,0,119.0,6,7,3,4,8,0,0,0,0,0,0,0,Spain,5.641907070938114,2.0794415416798357,4.442651256490317,2.772588722239781,0.0,4.787491742782046,48,158,506.0,20,0.35,0.15,0.2,0.875,0,0
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6.0,4,17.0,2,2,1,2,7,0,0,0,0,0,1,1,Spain,2.995732273553991,0.0,3.58351893845611,1.9459101490553132,1.6094379124341003,2.8903717578961645,41,158,81.0,7,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,1
5207,1963,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8.0,6,126.5,6,9,4,6,8,0,0,0,0,0,1,0,Spain,6.194405391104672,1.9459101490553132,5.030437921392435,2.1972245773362196,1.9459101490553132,4.848116364598481,62,159,787.5,25,0.36,0.16,0.24,1.125,1,1
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69.0,38,48.0,1,4,2,5,8,0,0,0,0,0,0,0,USA,4.465908118654584,1.0986122886681098,4.30406509320417,4.248495242049359,3.6635616461296463,3.8918202981106265,43,161,316.0,12,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.5,0,0
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119.0,50,50.0,3,7,6,12,4,0,0,0,0,0,0,0,Spain,6.582025138892826,0.0,5.030437921392435,4.787491742782046,3.9318256327243257,3.9318256327243257,48,139,1092.0,28,0.25,0.21428571428571427,0.42857142857142855,1.75,0,0
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,81,556,120.5,81,33.0,1,6,7,13,1,0,1,1,1,0,0,0,Spain,6.313548046277095,4.406719247264253,6.322565239927284,4.799914262780603,4.406719247264253,3.5263605246161616,39,140,1422.5,27,0.2222222222222222,0.25925925925925924,0.48148148148148145,6.0,1,3
10839,1976,Graduation,Together,36283.0,1,1,2014-04-14,42,6,5,5,8.0,0,5.0,2,1,0,3,4,0,0,0,0,0,0,0,Canada,1.9459101490553132,1.791759469228055,1.791759469228055,2.1972245773362196,0.0,1.791759469228055,49,140,29.0,6,0.16666666666666666,0.0,0.5,0.25,0,0
5303,1974,PhD,Together,79632.0,0,0,2014-04-08,42,471,0,510,99.0,21,12.0,1,6,4,9,2,0,0,0,0,0,0,0,Saudi Arabia,6.156978985585555,0.0,6.236369590203704,4.605170185988092,3.091042453358316,2.5649493574615367,51,141,1113.0,20,0.3,0.2,0.45,3.0,0,0
9829,1978,Graduation,Together,28587.0,1,0,2014-02-12,42,22,4,17,12.0,10,13.0,3,2,0,4,6,0,0,0,0,0,0,0,Spain,3.1354942159291497,1.6094379124341003,2.8903717578961645,2.5649493574615367,2.3978952727983707,2.6390573296152584,47,142,78.0,9,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333,0,0
10469,1981,Graduation,Together,88325.0,0,0,2014-02-05,42,519,71,556,93.0,27,53.0,1,6,2,9,2,0,0,0,0,0,0,0,India,6.253828811575473,4.276666119016055,6.322565239927284,4.543294782270004,3.332204510175204,3.9889840465642745,44,143,1319.0,18,0.3333333333333333,0.1111111111111111,0.5,3.0,0,0
3602,1958,Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4.0,5,14.0,2,3,2,4,4,0,0,0,0,0,0,0,Spain,4.948759890378168,1.3862943611198906,3.4011973816621555,1.6094379124341003,1.791759469228055,2.70805020110221,67,144,195.0,11,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.75,0,0
4756,1952,2n Cycle,Divorced,63998.0,0,0,2013-12-20,42,176,29,556,0.0,33,112.0,1,7,6,11,4,0,0,0,0,0,1,0,Spain,5.176149732573829,3.4011973816621555,6.322565239927284,0.0,3.5263605246161616,4.727387818712341,73,144,906.0,25,0.28,0.24,0.44,1.75,1,1
8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17.0,24,24.0,3,4,1,3,8,0,0,0,0,0,0,0,Spain,3.9512437185814275,2.5649493574615367,3.912023005428146,2.8903717578961645,3.2188758248682006,3.2188758248682006,47,147,177.0,11,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.5,0,0
6958,1977,Master,Married,27889.0,1,0,2013-07-05,42,14,0,4,0.0,0,8.0,1,1,1,2,6,0,0,0,0,0,0,0,Australia,2.70805020110221,0.0,1.6094379124341003,0.0,0.0,2.1972245773362196,48,150,26.0,5,0.2,0.2,0.4,0.16666666666666666,0,0
10856,1980,2n Cycle,Single,45889.0,0,1,2013-07-02,42,31,0,6,0.0,1,8.0,1,1,0,3,6,0,0,0,0,0,0,0,Canada,3.4657359027997265,0.0,1.9459101490553132,0.0,0.6931471805599453,2.1972245773362196,45,150,46.0,5,0.2,0.0,0.6,0.16666666666666666,0,0
3321,1967,PhD,Together,56575.0,0,2,2013-05-05,42,421,5,90,0.0,16,10.0,3,7,3,7,5,0,0,0,0,0,0,0,Canada,6.045005314036012,1.791759469228055,4.51085950651685,0.0,2.833213344056216,2.3978952727983707,58,152,542.0,20,0.35,0.15,0.35,1.4,0,0
5394,1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7.0,8,7.0,4,1,1,4,3,0,0,0,0,0,0,0,Spain,1.3862943611198906,2.302585092994046,1.6094379124341003,2.0794415416798357,2.1972245773362196,2.0794415416798357,46,153,38.0,10,0.1,0.1,0.4,0.3333333333333333,0,0
433,1958,Master,Alone,61331.0,1,1,2013-03-10,42,534,5,47,0.0,5,41.0,5,11,1,6,8,0,0,0,0,0,0,0,Canada,6.282266746896006,1.791759469228055,3.871201010907891,0.0,1.791759469228055,3.7376696182833684,67,153,632.0,23,0.4782608695652174,0.043478260869565216,0.2608695652173913,1.375,0,0
6320,1976,Master,Single,70893.0,0,0,2013-02-06,42,768,44,556,77.0,44,14.0,1,6,6,10,3,0,0,0,0,0,0,0,Spain,6.645090969505644,3.8066624897703196,6.322565239927284,4.356708826689592,3.8066624897703196,2.70805020110221,49,155,1503.0,23,0.2608695652173913,0.2608695652173913,0.43478260869565216,2.0,0,0
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,556,1.0,1,1.0,6,0,10,0,1,0,0,0,0,0,0,0,USA,0.6931471805599453,0.6931471805599453,6.322565239927284,0.6931471805599453,0.6931471805599453,0.6931471805599453,46,156,561.0,16,0.0,0.625,0.0,0.0,0,0
1867,1957,Graduation,Single,64849.0,0,0,2012-11-13,42,652,48,350,94.0,81,108.0,1,9,3,6,5,0,0,0,0,0,1,0,Spain,6.481577129276431,3.8918202981106265,5.860786223465865,4.553876891600541,4.406719247264253,4.6913478822291435,68,157,1333.0,19,0.47368421052631576,0.15789473684210525,0.3157894736842105,1.8,1,1
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19.0,4,126.5,5,8,1,7,8,0,0,0,0,0,0,0,Spain,5.4638318050256105,0.0,5.4638318050256105,2.995732273553991,1.6094379124341003,4.848116364598481,36,158,619.5,21,0.38095238095238093,0.047619047619047616,0.3333333333333333,1.0,0,0
3661,1995,2n Cycle,Single,80617.0,0,0,2012-10-12,42,594,51,556,72.0,55,32.0,1,4,6,8,2,0,0,0,0,0,0,0,India,6.38856140554563,3.9512437185814275,6.322565239927284,4.290459441148391,4.02535169073515,3.4965075614664802,30,158,1360.0,19,0.21052631578947367,0.3157894736842105,0.42105263157894735,2.0,0,0
521,1985,Graduation,Together,54006.0,1,0,2012-09-18,42,174,77,203,6.0,24,97.0,2,8,1,7,7,0,0,0,0,0,0,0,Spain,5.1647859739235145,4.356708826689592,5.318119993844216,1.9459101490553132,3.2188758248682006,4.584967478670572,40,159,581.0,18,0.4444444444444444,0.05555555555555555,0.3888888888888889,1.1428571428571428,0,0
10403,1978,Graduation,Together,16531.0,1,0,2014-06-18,43,2,13,6,7.0,5,11.0,3,3,0,3,7,0,0,0,0,0,0,0,Canada,1.0986122886681098,2.6390573296152584,1.9459101490553132,2.0794415416798357,1.791759469228055,2.4849066497880004,47,138,44.0,9,0.3333333333333333,0.0,0.3333333333333333,0.42857142857142855,0,0
7186,1966,PhD,Together,30843.0,1,1,2014-05-26,43,24,0,2,0.0,0,9.0,2,1,1,2,5,1,0,0,0,0,0,0,India,3.2188758248682006,0.0,1.0986122886681098,0.0,0.0,2.302585092994046,59,139,35.0,6,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2,1,1
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2.0,1,1.0,2,1,0,3,7,0,0,0,0,0,0,0,Australia,1.9459101490553132,0.0,1.9459101490553132,1.0986122886681098,0.6931471805599453,0.6931471805599453,41,139,16.0,6,0.16666666666666666,0.0,0.5,0.14285714285714285,0,0
4394,1965,PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38.0,29,14.0,1,5,5,12,2,0,1,1,0,0,0,0,Spain,7.04141166379481,3.4011973816621555,5.521460917862246,3.6635616461296463,3.4011973816621555,2.70805020110221,60,139,1501.0,23,0.21739130434782608,0.21739130434782608,0.5217391304347826,2.5,1,2
1717,1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20.0,13,52.0,3,5,1,4,8,0,0,0,0,0,0,0,Saudi Arabia,4.394449154672439,2.772588722239781,4.543294782270004,3.044522437723423,2.6390573296152584,3.970291913552122,37,140,273.0,13,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.625,0,0
1016,1959,PhD,Single,34554.0,0,1,2014-03-30,43,41,1,6,2.0,0,5.0,2,2,0,3,6,0,0,0,0,0,0,0,Canada,3.7376696182833684,0.6931471805599453,1.9459101490553132,1.0986122886681098,0.0,1.791759469228055,66,141,55.0,7,0.2857142857142857,0.0,0.42857142857142855,0.3333333333333333,0,0
3783,1959,PhD,Married,52854.0,1,1,2014-03-24,43,105,0,10,0.0,1,0.0,2,2,1,4,5,0,0,0,0,0,0,0,Saudi Arabia,4.663439094112067,0.0,2.3978952727983707,0.0,0.6931471805599453,0.0,66,141,116.0,9,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.4,0,0
5848,1970,Graduation,Together,81205.0,0,0,2014-01-13,43,724,74,556,97.0,55,126.5,1,5,6,7,2,1,0,1,0,1,1,0,India,6.586171654854675,4.31748811353631,6.322565239927284,4.584967478670572,4.02535169073515,4.848116364598481,55,143,1632.5,19,0.2631578947368421,0.3157894736842105,0.3684210526315789,2.5,1,4
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,81,199,39.0,30,30.0,2,7,3,13,8,0,0,0,0,0,0,0,Spain,7.074963197966044,4.406719247264253,5.298317366548036,3.6888794541139363,3.4339872044851463,3.4339872044851463,55,145,1560.0,25,0.28,0.12,0.52,0.875,0,0
5299,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,81,199,39.0,30,30.0,2,7,3,13,8,0,0,0,0,0,0,0,Spain,7.074963197966044,4.406719247264253,5.298317366548036,3.6888794541139363,3.4339872044851463,3.4339872044851463,55,145,1560.0,25,0.28,0.12,0.52,0.875,0,0
6872,1974,PhD,Married,65352.0,0,1,2013-08-21,43,284,3,84,4.0,7,23.0,2,4,2,8,4,0,0,0,0,0,0,0,Saudi Arabia,5.652489180268651,1.3862943611198906,4.442651256490317,1.6094379124341003,2.0794415416798357,3.1780538303479458,51,148,405.0,16,0.25,0.125,0.5,1.0,0,0
1143,1972,Graduation,Married,22063.0,1,0,2013-08-08,43,7,10,13,3.0,11,11.0,2,2,0,3,7,0,0,0,0,0,0,0,Canada,2.0794415416798357,2.3978952727983707,2.6390573296152584,1.3862943611198906,2.4849066497880004,2.4849066497880004,53,149,55.0,7,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0,0
10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0.0,0,4.0,1,1,0,2,6,0,0,0,0,0,0,0,Spain,2.70805020110221,0.0,1.3862943611198906,0.0,0.0,1.6094379124341003,46,150,21.0,4,0.25,0.0,0.5,0.16666666666666666,0,0
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0.0,0,2.0,1,1,0,3,8,0,0,0,0,0,0,0,Spain,3.295836866004329,0.0,1.9459101490553132,0.0,0.0,1.0986122886681098,57,152,34.0,5,0.2,0.0,0.6,0.125,0,0
9145,1972,Graduation,Single,72504.0,0,1,2013-04-06,43,604,26,470,120.5,81,94.0,2,5,9,6,2,0,0,0,0,0,0,0,Canada,6.405228458030842,3.295836866004329,6.154858094016418,4.799914262780603,4.406719247264253,4.553876891600541,53,153,1395.5,22,0.22727272727272727,0.4090909090909091,0.2727272727272727,2.5,0,0
5267,1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2.0,1,5.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain,2.833213344056216,1.0986122886681098,2.9444389791664403,1.0986122886681098,0.6931471805599453,1.791759469228055,55,153,44.0,5,0.2,0.0,0.6,0.14285714285714285,0,0
9738,1986,Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0.0,4,11.0,1,3,0,3,8,0,0,0,0,0,0,0,Saudi Arabia,4.189654742026425,1.6094379124341003,2.833213344056216,0.0,1.6094379124341003,2.4849066497880004,39,155,100.0,7,0.42857142857142855,0.0,0.42857142857142855,0.375,0,0
10212,1986,Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0.0,4,11.0,1,3,0,3,8,0,0,0,0,0,0,0,India,4.189654742026425,1.6094379124341003,2.833213344056216,0.0,1.6094379124341003,2.4849066497880004,39,155,100.0,7,0.42857142857142855,0.0,0.42857142857142855,0.375,0,0
10010,1953,PhD,Divorced,36957.0,1,1,2012-09-06,43,100,2,16,2.0,1,31.0,4,3,2,2,9,0,0,0,0,0,1,0,Australia,4.61512051684126,1.0986122886681098,2.833213344056216,1.0986122886681098,0.6931471805599453,3.4657359027997265,72,160,152.0,11,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.3333333333333333,1,1
10069,1988,Basic,Together,13724.0,1,0,2012-08-31,43,2,7,5,2.0,15,27.0,1,2,0,2,9,1,0,0,0,0,0,0,Saudi Arabia,1.0986122886681098,2.0794415416798357,1.791759469228055,1.0986122886681098,2.772588722239781,3.332204510175204,37,160,58.0,5,0.4,0.0,0.4,0.2222222222222222,1,1
2694,1967,Graduation,Married,42664.0,0,1,2014-03-18,44,21,0,3,0.0,0,0.0,1,1,0,3,6,0,0,0,0,0,0,0,Spain,3.091042453358316,0.0,1.3862943611198906,0.0,0.0,0.0,58,141,24.0,5,0.2,0.0,0.6,0.16666666666666666,0,0
10613,1958,PhD,Together,37334.0,1,1,2014-02-26,44,26,1,16,2.0,2,15.0,4,3,0,4,4,0,0,0,0,0,0,0,Spain,3.295836866004329,0.6931471805599453,2.833213344056216,1.0986122886681098,1.0986122886681098,2.772588722239781,67,142,62.0,11,0.2727272727272727,0.0,0.36363636363636365,0.75,0,0
4646,1951,2n Cycle,Married,78497.0,0,0,2013-12-01,44,207,26,447,75.0,0,126.5,1,5,7,12,2,0,0,0,1,0,0,0,Canada,5.337538079701318,3.295836866004329,6.104793232414985,4.330733340286331,0.0,4.848116364598481,74,145,881.5,25,0.2,0.28,0.48,2.5,1,1
6935,1951,2n Cycle,Married,78497.0,0,0,2013-12-01,44,207,26,447,75.0,0,126.5,1,5,7,12,2,0,0,0,1,0,0,0,India,5.337538079701318,3.295836866004329,6.104793232414985,4.330733340286331,0.0,4.848116364598481,74,145,881.5,25,0.2,0.28,0.48,2.5,1,1
5596,1956,2n Cycle,Together,58821.0,0,1,2013-10-12,44,513,14,154,19.0,0,28.0,1,9,2,9,6,0,0,0,0,0,0,0,Saudi Arabia,6.2422232654551655,2.70805020110221,5.043425116919247,2.995732273553991,0.0,3.367295829986474,69,146,728.0,21,0.42857142857142855,0.09523809523809523,0.42857142857142855,1.5,0,0
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21.0,21,49.0,3,5,4,8,4,0,0,0,0,0,0,0,Australia,5.703782474656201,1.791759469228055,5.308267697401205,3.091042453358316,3.091042453358316,3.912023005428146,72,151,596.0,20,0.25,0.2,0.4,1.25,0,0
9274,1961,Master,Married,80950.0,0,0,2013-03-28,44,525,81,112,120.5,81,63.0,1,6,7,9,2,0,0,0,1,0,0,0,Saudi Arabia,6.26530121273771,4.406719247264253,4.727387818712341,4.799914262780603,4.406719247264253,4.1588830833596715,64,153,982.5,23,0.2608695652173913,0.30434782608695654,0.391304347826087,3.0,1,1
9076,1980,PhD,Married,30732.0,1,0,2013-01-05,44,155,1,25,0.0,1,3.0,4,4,1,4,8,0,0,0,0,0,0,0,Saudi Arabia,5.049856007249537,0.6931471805599453,3.258096538021482,0.0,0.6931471805599453,1.3862943611198906,45,156,185.0,13,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.5,0,0
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,556,120.5,81,64.0,1,7,7,9,4,0,1,0,1,0,1,0,Spain,6.408528791059498,3.2188758248682006,6.322565239927284,4.799914262780603,4.406719247264253,4.174387269895637,59,159,1451.5,24,0.2916666666666667,0.2916666666666667,0.375,1.75,1,3
10176,1968,Graduation,Single,57107.0,0,1,2012-08-24,44,159,0,120,0.0,0,126.5,6,4,4,8,8,0,1,0,0,1,1,0,Spain,5.075173815233827,0.0,4.795790545596741,0.0,0.0,4.848116364598481,57,160,405.5,22,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.5,1,3
